timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1645421016614,6,Precondition: Create Basket Item,200,OK,Thread-Gruppe 1-1,text,true,,2759,253,2,2,http://localhost:8080/basket/89a9e62a-dd1c-4ce6-9581-f1064e195c4c/item/b4418a9f-dd89-4fb4-a4b6-aef2969f3e2d,6,0,0
1645421016619,4,Initialize Payment,200,OK,Thread-Gruppe 1-2,text,true,,4777,230,2,2,http://localhost:8080/basket/69bbd5d9-bf27-48a8-b99b-3b7388f0eab0/payment/initialize,4,0,0
1645421016620,4,Precondition: Create Basket Item,200,OK,Thread-Gruppe 1-1,text,true,,3768,253,2,2,http://localhost:8080/basket/89a9e62a-dd1c-4ce6-9581-f1064e195c4c/item/7b947090-e9b9-4015-8d14-e8cb5717ad5e,4,0,0
1645421016623,3,Execute Payment,200,OK,Thread-Gruppe 1-2,text,true,,4835,227,2,2,http://localhost:8080/basket/69bbd5d9-bf27-48a8-b99b-3b7388f0eab0/payment/execute,3,0,0
1645421016590,37,Transaction Controller,200,"Number of samples in transaction : 9, number of failing samples : 0",Thread-Gruppe 1-2,,true,,28049,2754,2,2,null,33,0,0
1645421016625,3,Set Checkout Data,200,OK,Thread-Gruppe 1-1,text,true,,4388,997,2,2,http://localhost:8080/basket/89a9e62a-dd1c-4ce6-9581-f1064e195c4c/checkout-data,3,0,0
1645421016627,3,Create Basket,201,Created,Thread-Gruppe 1-2,text,true,,790,203,2,2,http://localhost:8080/basket,3,0,0
1645421016629,3,Add Payment,200,OK,Thread-Gruppe 1-1,text,true,,4618,338,2,2,http://localhost:8080/basket/89a9e62a-dd1c-4ce6-9581-f1064e195c4c/payment,3,0,0
1645421016630,4,Precondition: Create Basket Item,200,OK,Thread-Gruppe 1-2,text,true,,1813,253,2,2,http://localhost:8080/basket/3f489243-8d48-45ff-b698-5c46b4f6c0e8/item/d32ec561-130e-4f27-bdbb-d25cb0ece7ab,4,0,0
1645421016633,3,Initialize Payment,200,OK,Thread-Gruppe 1-1,text,true,,4713,230,2,2,http://localhost:8080/basket/89a9e62a-dd1c-4ce6-9581-f1064e195c4c/payment/initialize,3,0,0
1645421016634,4,Precondition: Create Basket Item,200,OK,Thread-Gruppe 1-2,text,true,,2859,253,2,2,http://localhost:8080/basket/3f489243-8d48-45ff-b698-5c46b4f6c0e8/item/c3dacc94-7bb0-4ec6-a5b6-7858feaa02b8,4,0,0
1645421016636,4,Execute Payment,200,OK,Thread-Gruppe 1-1,text,true,,4758,227,2,2,http://localhost:8080/basket/89a9e62a-dd1c-4ce6-9581-f1064e195c4c/payment/execute,4,0,0
1645421016608,33,Transaction Controller,200,"Number of samples in transaction : 9, number of failing samples : 0",Thread-Gruppe 1-1,,true,,27603,2754,2,2,null,27,0,0
1645421016641,1,Create Basket,201,Created,Thread-Gruppe 1-1,text,true,,797,203,2,2,http://localhost:8080/basket,1,0,0
1645421016638,5,Precondition: Create Basket Item,200,OK,Thread-Gruppe 1-2,text,true,,3822,253,2,2,http://localhost:8080/basket/3f489243-8d48-45ff-b698-5c46b4f6c0e8/item/da50d919-f984-4650-9a10-bbeff2619e07,5,0,0
1645421016643,3,Set Checkout Data,200,OK,Thread-Gruppe 1-2,text,true,,4494,997,2,2,http://localhost:8080/basket/3f489243-8d48-45ff-b698-5c46b4f6c0e8/checkout-data,3,0,0
1645421016643,4,Precondition: Create Basket Item,200,OK,Thread-Gruppe 1-1,text,true,,1826,253,2,2,http://localhost:8080/basket/2ec5a0de-0234-4472-bcc0-892bcc087e82/item/e5872659-faba-49d7-91a6-a9f1b5804520,4,0,0
1645421016646,3,Add Payment,200,OK,Thread-Gruppe 1-2,text,true,,4751,338,2,2,http://localhost:8080/basket/3f489243-8d48-45ff-b698-5c46b4f6c0e8/payment,3,0,0
1645421016647,4,Precondition: Create Basket Item,200,OK,Thread-Gruppe 1-1,text,true,,2857,253,2,2,http://localhost:8080/basket/2ec5a0de-0234-4472-bcc0-892bcc087e82/item/7e690f66-6ec5-46d1-a53f-49d63fc49f78,4,0,0
1645421016650,3,Initialize Payment,200,OK,Thread-Gruppe 1-2,text,true,,4793,230,2,2,http://localhost:8080/basket/3f489243-8d48-45ff-b698-5c46b4f6c0e8/payment/initialize,3,0,0
1645421016652,4,Precondition: Create Basket Item,200,OK,Thread-Gruppe 1-1,text,true,,3800,253,2,2,http://localhost:8080/basket/2ec5a0de-0234-4472-bcc0-892bcc087e82/item/df8aceb6-b496-4588-ac41-8d2109a6eca7,4,0,0
1645421016653,4,Execute Payment,200,OK,Thread-Gruppe 1-2,text,true,,4854,227,2,2,http://localhost:8080/basket/3f489243-8d48-45ff-b698-5c46b4f6c0e8/payment/execute,4,0,0
1645421016627,30,Transaction Controller,200,"Number of samples in transaction : 9, number of failing samples : 0",Thread-Gruppe 1-2,,true,,28176,2754,2,2,null,29,0,0
1645421016657,3,Create Basket,201,Created,Thread-Gruppe 1-2,text,true,,797,203,3,3,http://localhost:8080/basket,3,0,0
1645421016656,4,Set Checkout Data,200,OK,Thread-Gruppe 1-1,text,true,,4438,997,3,3,http://localhost:8080/basket/2ec5a0de-0234-4472-bcc0-892bcc087e82/checkout-data,4,0,0
1645421016658,4,Create Basket,201,Created,Thread-Gruppe 1-3,text,true,,797,203,3,3,http://localhost:8080/basket,4,0,1
1645421016660,4,Add Payment,200,OK,Thread-Gruppe 1-1,text,true,,4617,338,3,3,http://localhost:8080/basket/2ec5a0de-0234-4472-bcc0-892bcc087e82/payment,4,0,0
1645421016660,6,Precondition: Create Basket Item,200,OK,Thread-Gruppe 1-2,text,true,,1817,253,3,3,http://localhost:8080/basket/ab55309a-d6ee-40bd-8a31-777de8f793ab/item/3cdd6a54-0ad5-4f9b-911c-2299b292e8ba,6,0,0
1645421016662,4,Precondition: Create Basket Item,200,OK,Thread-Gruppe 1-3,text,true,,1803,253,3,3,http://localhost:8080/basket/99a0d28b-5dbc-468d-9b6e-78b49055d8b0/item/7fa399eb-3a5a-4d21-a0d3-0874106c6cd9,4,0,0
1645421016664,5,Initialize Payment,200,OK,Thread-Gruppe 1-1,text,true,,4653,230,3,3,http://localhost:8080/basket/2ec5a0de-0234-4472-bcc0-892bcc087e82/payment/initialize,4,0,0
1645421016666,4,Precondition: Create Basket Item,200,OK,Thread-Gruppe 1-3,text,true,,2827,253,3,3,http://localhost:8080/basket/99a0d28b-5dbc-468d-9b6e-78b49055d8b0/item/06ec7cc7-4837-4a4e-822d-9d28f0cec68c,4,0,0
1645421016666,6,Precondition: Create Basket Item,200,OK,Thread-Gruppe 1-2,text,true,,2849,253,3,3,http://localhost:8080/basket/ab55309a-d6ee-40bd-8a31-777de8f793ab/item/de8da8d2-9b24-4b5d-a7f1-d5d3ccab9cc3,6,0,0
1645421016670,5,Precondition: Create Basket Item,200,OK,Thread-Gruppe 1-3,text,true,,3821,253,3,3,http://localhost:8080/basket/99a0d28b-5dbc-468d-9b6e-78b49055d8b0/item/ef0d72cc-cc73-40c8-812a-0019b40cc29c,5,0,0
1645421016669,6,Execute Payment,200,OK,Thread-Gruppe 1-1,text,true,,4762,227,3,3,http://localhost:8080/basket/2ec5a0de-0234-4472-bcc0-892bcc087e82/payment/execute,6,0,0
1645421016641,35,Transaction Controller,200,"Number of samples in transaction : 9, number of failing samples : 0",Thread-Gruppe 1-1,,true,,27750,2754,3,3,null,31,0,0
1645421016675,3,Set Checkout Data,200,OK,Thread-Gruppe 1-3,text,true,,4455,997,3,3,http://localhost:8080/basket/99a0d28b-5dbc-468d-9b6e-78b49055d8b0/checkout-data,3,0,0
1645421016676,2,Create Basket,201,Created,Thread-Gruppe 1-1,text,true,,790,203,3,3,http://localhost:8080/basket,2,0,0
1645421016673,6,Precondition: Create Basket Item,200,OK,Thread-Gruppe 1-2,text,true,,3875,253,3,3,http://localhost:8080/basket/ab55309a-d6ee-40bd-8a31-777de8f793ab/item/263cfdac-d8a0-4fc1-b83c-05dc00db3a44,6,0,0
1645421016678,4,Add Payment,200,OK,Thread-Gruppe 1-3,text,true,,4689,338,3,3,http://localhost:8080/basket/99a0d28b-5dbc-468d-9b6e-78b49055d8b0/payment,4,0,0
1645421016679,4,Set Checkout Data,200,OK,Thread-Gruppe 1-2,text,true,,4470,997,3,3,http://localhost:8080/basket/ab55309a-d6ee-40bd-8a31-777de8f793ab/checkout-data,4,0,0
1645421016679,5,Precondition: Create Basket Item,200,OK,Thread-Gruppe 1-1,text,true,,1814,253,3,3,http://localhost:8080/basket/a3ec01c7-557f-4945-a13d-290d3b67abad/item/9264047f-f2ce-45ca-9ab7-6031b24bddec,5,0,0
1645421016683,4,Add Payment,200,OK,Thread-Gruppe 1-2,text,true,,4740,338,3,3,http://localhost:8080/basket/ab55309a-d6ee-40bd-8a31-777de8f793ab/payment,4,0,0
1645421016683,5,Initialize Payment,200,OK,Thread-Gruppe 1-3,text,true,,4796,230,3,3,http://localhost:8080/basket/99a0d28b-5dbc-468d-9b6e-78b49055d8b0/payment/initialize,5,0,0
1645421016684,4,Precondition: Create Basket Item,200,OK,Thread-Gruppe 1-1,text,true,,2849,253,3,3,http://localhost:8080/basket/a3ec01c7-557f-4945-a13d-290d3b67abad/item/cdcc3c9c-f42e-4b20-af92-352b6ef8eee2,4,0,0
1645421016687,4,Initialize Payment,200,OK,Thread-Gruppe 1-2,text,true,,4756,230,3,3,http://localhost:8080/basket/ab55309a-d6ee-40bd-8a31-777de8f793ab/payment/initialize,4,0,0
1645421016689,5,Execute Payment,200,OK,Thread-Gruppe 1-3,text,true,,4778,227,3,3,http://localhost:8080/basket/99a0d28b-5dbc-468d-9b6e-78b49055d8b0/payment/execute,5,0,0
1645421016658,36,Transaction Controller,200,"Number of samples in transaction : 9, number of failing samples : 0",Thread-Gruppe 1-3,,true,,27966,2754,3,3,null,34,0,1
1645421016689,5,Precondition: Create Basket Item,200,OK,Thread-Gruppe 1-1,text,true,,3753,253,3,3,http://localhost:8080/basket/a3ec01c7-557f-4945-a13d-290d3b67abad/item/edc489e6-d326-4ed7-bac3-033ee0ac6f69,5,0,0
1645421016694,2,Create Basket,201,Created,Thread-Gruppe 1-3,text,true,,797,203,3,3,http://localhost:8080/basket,2,0,0
1645421016692,4,Execute Payment,200,OK,Thread-Gruppe 1-2,text,true,,4865,227,3,3,http://localhost:8080/basket/ab55309a-d6ee-40bd-8a31-777de8f793ab/payment/execute,4,0,0
1645421016657,40,Transaction Controller,200,"Number of samples in transaction : 9, number of failing samples : 0",Thread-Gruppe 1-2,,true,,28169,2754,3,3,null,37,0,0
1645421016695,4,Set Checkout Data,200,OK,Thread-Gruppe 1-1,text,true,,4431,997,3,3,http://localhost:8080/basket/a3ec01c7-557f-4945-a13d-290d3b67abad/checkout-data,4,0,0
1645421016697,2,Create Basket,201,Created,Thread-Gruppe 1-2,text,true,,790,203,3,3,http://localhost:8080/basket,2,0,0
1645421016697,5,Precondition: Create Basket Item,200,OK,Thread-Gruppe 1-3,text,true,,1798,253,3,3,http://localhost:8080/basket/c766ee72-7c0b-4ab3-9577-5e4fff14734e/item/7b8e23aa-5c88-4bb0-a5d2-755fb8babe2b,5,0,0
1645421016699,3,Add Payment,200,OK,Thread-Gruppe 1-1,text,true,,4661,338,3,3,http://localhost:8080/basket/a3ec01c7-557f-4945-a13d-290d3b67abad/payment,3,0,0
1645421016699,5,Precondition: Create Basket Item,200,OK,Thread-Gruppe 1-2,text,true,,1810,253,3,3,http://localhost:8080/basket/6eac4cde-82a1-49df-b61d-c5f786992743/item/f0b39f17-482c-4ac5-adf8-1f8d0abb97b2,5,0,0
1645421016702,4,Initialize Payment,200,OK,Thread-Gruppe 1-1,text,true,,4652,230,3,3,http://localhost:8080/basket/a3ec01c7-557f-4945-a13d-290d3b67abad/payment/initialize,4,0,0
1645421016702,7,Precondition: Create Basket Item,200,OK,Thread-Gruppe 1-3,text,true,,2828,253,3,3,http://localhost:8080/basket/c766ee72-7c0b-4ab3-9577-5e4fff14734e/item/0f33fc82-c333-4bee-81a9-9f9c9893579d,7,0,0
1645421016706,4,Execute Payment,200,OK,Thread-Gruppe 1-1,text,true,,4773,227,3,3,http://localhost:8080/basket/a3ec01c7-557f-4945-a13d-290d3b67abad/payment/execute,3,0,0
1645421016676,34,Transaction Controller,200,"Number of samples in transaction : 9, number of failing samples : 0",Thread-Gruppe 1-1,,true,,27723,2754,3,3,null,30,0,0
1645421016704,7,Precondition: Create Basket Item,200,OK,Thread-Gruppe 1-2,text,true,,2766,253,3,3,http://localhost:8080/basket/6eac4cde-82a1-49df-b61d-c5f786992743/item/48bacaee-3de1-4b0f-aeb8-239da1d118fd,7,0,0
1645421016710,1,Create Basket,201,Created,Thread-Gruppe 1-1,text,true,,797,203,3,3,http://localhost:8080/basket,1,0,0
1645421016709,5,Precondition: Create Basket Item,200,OK,Thread-Gruppe 1-3,text,true,,3852,253,3,3,http://localhost:8080/basket/c766ee72-7c0b-4ab3-9577-5e4fff14734e/item/1f462c87-2463-4ca8-986e-9c753613e24a,5,0,0
1645421016712,4,Precondition: Create Basket Item,200,OK,Thread-Gruppe 1-1,text,true,,1813,253,3,3,http://localhost:8080/basket/a65f76f1-cba9-4fca-87e0-467f2143cc7c/item/6f2137fc-8738-4492-be86-7ac26f6c6b20,4,0,0
1645421016712,5,Precondition: Create Basket Item,200,OK,Thread-Gruppe 1-2,text,true,,3784,253,3,3,http://localhost:8080/basket/6eac4cde-82a1-49df-b61d-c5f786992743/item/2eada3aa-3ab9-43d7-8690-3fcd15998f11,5,0,0
1645421016715,6,Set Checkout Data,200,OK,Thread-Gruppe 1-3,text,true,,4412,997,3,3,http://localhost:8080/basket/c766ee72-7c0b-4ab3-9577-5e4fff14734e/checkout-data,6,0,0
1645421016718,4,Set Checkout Data,200,OK,Thread-Gruppe 1-2,text,true,,4423,997,3,3,http://localhost:8080/basket/6eac4cde-82a1-49df-b61d-c5f786992743/checkout-data,4,0,0
1645421016716,7,Precondition: Create Basket Item,200,OK,Thread-Gruppe 1-1,text,true,,2854,253,3,3,http://localhost:8080/basket/a65f76f1-cba9-4fca-87e0-467f2143cc7c/item/a5fc47c4-c399-45d5-ad67-e472181413f8,7,0,0
1645421016721,8,Add Payment,200,OK,Thread-Gruppe 1-3,text,true,,4654,338,3,3,http://localhost:8080/basket/c766ee72-7c0b-4ab3-9577-5e4fff14734e/payment,8,0,0
1645421016722,7,Add Payment,200,OK,Thread-Gruppe 1-2,text,true,,4607,338,3,3,http://localhost:8080/basket/6eac4cde-82a1-49df-b61d-c5f786992743/payment,7,0,0
1645421016729,3,Initialize Payment,200,OK,Thread-Gruppe 1-3,text,true,,4743,230,3,3,http://localhost:8080/basket/c766ee72-7c0b-4ab3-9577-5e4fff14734e/payment/initialize,3,0,0
1645421016723,10,Precondition: Create Basket Item,200,OK,Thread-Gruppe 1-1,text,true,,3757,253,3,3,http://localhost:8080/basket/a65f76f1-cba9-4fca-87e0-467f2143cc7c/item/920d97d5-5db1-4879-917d-ddffd44e728e,10,0,0
1645421016732,5,Execute Payment,200,OK,Thread-Gruppe 1-3,text,true,,4754,227,3,3,http://localhost:8080/basket/c766ee72-7c0b-4ab3-9577-5e4fff14734e/payment/execute,5,0,0
1645421016694,43,Transaction Controller,200,"Number of samples in transaction : 9, number of failing samples : 0",Thread-Gruppe 1-3,,true,,27838,2754,3,3,null,41,0,0
1645421016734,4,Set Checkout Data,200,OK,Thread-Gruppe 1-1,text,true,,4370,997,3,3,http://localhost:8080/basket/a65f76f1-cba9-4fca-87e0-467f2143cc7c/checkout-data,4,0,0
1645421016737,2,Create Basket,201,Created,Thread-Gruppe 1-3,text,true,,790,203,3,3,http://localhost:8080/basket,2,0,0
1645421016738,6,Add Payment,200,OK,Thread-Gruppe 1-1,text,true,,4660,338,3,3,http://localhost:8080/basket/a65f76f1-cba9-4fca-87e0-467f2143cc7c/payment,6,0,0
1645421016729,18,Initialize Payment,200,OK,Thread-Gruppe 1-2,text,true,,4650,230,3,3,http://localhost:8080/basket/6eac4cde-82a1-49df-b61d-c5f786992743/payment/initialize,18,0,0
1645421016740,9,Precondition: Create Basket Item,200,OK,Thread-Gruppe 1-3,text,true,,1800,253,3,3,http://localhost:8080/basket/7a4f1f5f-ed35-4b23-a8e9-a4550dc4fd75/item/4184df22-b85f-4d52-83fc-7bcf45ac5ef5,9,0,0
1645421016744,5,Initialize Payment,200,OK,Thread-Gruppe 1-1,text,true,,4656,230,3,3,http://localhost:8080/basket/a65f76f1-cba9-4fca-87e0-467f2143cc7c/payment/initialize,5,0,0
